FID,district,community,facility,fac_name,type,ownership,functional,lat,long,source,source_geo,dhis2_id,geo_date,comments,x,y
147,Bo,Kenema Blango,Kenema Blango CHC,Kenema Blango,CHC,Government,Functional,8.217278,-11.631569,DPPI,GPS,bDmClYKwVU2,2021, ,-11.6315689999093,8.21727799987985
148,Bo,Ngolahun Jabaty,Ngolahun Jabaty CHP,Ngolahun Jabaty,CHP,Government,Functional,8.22062,-11.5987,DPPI,GPS,V79bPcepOT0,2016, ,-11.5987000004047,8.22062000021288
149,Bo,Niagorehun Komboya,Niagorehun MCHP,Niagorehun,MCHP,Government,Functional,8.237108,-11.482924,DPPI,GPS,cmHvkvKnQL8,2021, ,-11.4829239997428,8.23710799973446
150,Bo,Grima  Valunia,Grima CHP,Grima,CHP,Government,Functional,8.237278,-11.690261,FMFL,GPS,Xc2cn1RF2jM,2015, ,-11.6902610004448,8.23727800037949
151,Bo,Teibor,Teibor CHP,Teibor,CHP,Government,Functional,8.244979,-11.5238,DPPI,GPS,GP23ynPio0G,2016, ,-11.5237999997701,8.24497900028069
152,Bo,Kpuabu,Kpuabu MCHP,Kpuabu,MCHP,Government,Functional,8.28741,-11.59817,SARA,GPS,pKia4n7hv0u,2017, ,-11.5981700002453,8.28741000007147
153,Bo,Foya,Foya CHP,Foya,CHP,Government,Functional,8.287465,-11.59828,DPPI,GPS,j6bbbvxo0fL,2016, ,-11.598279999922,8.28746499990984
154,Bo,Kpamajama,Kpamajama MCHP,Kpamajama,MCHP,Government,Functional,8.300375,-11.496703,DPPI,Village Center,gDt7qtDGRIL,2021, ,-11.4967030002432,8.30037499990635
155,Bo,Mongere,Mongere CHC,Mongere,CHC,Government,Functional,8.322762,-11.73465,DPPI,GPS,EL3jmnVkTzP,2016, ,-11.7346499996977,8.32276199986643
156,Bo,Kpewama,Kpewama MCHP,Kpewama,MCHP,Government,Functional,8.333246,-11.552412,DPPI,Village Center,Kp6sZb5ZYyU,2016, ,-11.5524119999138,8.33324600040265
157,Bo,Baomahun,Baomahun CHC,Baomahun,CHC,Government,Functional,8.416606,-11.66756,DPPI,GPS,zHDk9w0QHsA,2016, ,-11.6675600003937,8.41660599996698
158,Bo,Pujehun,Pujehun CHP,Pujehun,CHP,Government,Functional,8.443753,-11.690192,SARA,Village Center,dpqokIMO5mb,2017, ,-11.6901919999608,8.44375300000098
159,Bo,Kpangbalia,Kpangbalia MCHP,Kpangbalia,MCHP,Government,Functional,7.575571,-11.9011,DPPI,GPS,KPA3AQeVTng,2016, ,-11.901099999865,7.57557099960201
160,Bo,Joe Town,Breakthrough CHP,Breakthrough CHP,MCHP,Private,Functional,7.946515086,-11.742036917,DPPI,GPS,No Data,2023, ,-11.7420369167702,7.94651508610241
161,Bo,New England,Veronica MCHP,Veronica,MCHP,Private,Functional,7.9312921,-11.7173683,DPPI,GPS,No Data,2023,Requires Validation/Ground truthing,-11.7173682999071,7.9312920999505
162,Bo,Mano,Mano MCHP,Mano,MCHP,Government,Functional,0,0,DPPI, ,No Data,0,no lat/long
163,Bo,Kendeyella- Ahmadiya community,Kendeyella MCHP,Kendeyella,MCHP,Private,Functional,7.9314286,-11.73199,DPPI,GPS,No Data,2023, ,-11.7319900002383,7.93142859994998
164,Western Area Urban,Allen Town,Ad-Bangs Quarry CHP,Ad-Bangs Quarry,CHP,Private,Functional,8.413302,-13.148343,DPPI,Village Center,Dq86w8tvw1h,2016, ,-13.1483429997296,8.41330199958765
165,Western Area Urban,Allen Town,Allen Town CHC,Allen Town,CHC,Government,Functional,8.417641,-13.15497,DPPI,GPS,FFDoJvNboOc,2016, ,-13.1549699995658,8.41764100003218
166,Western Area Urban,Calaba Town,Awake CHP,Awake,CHP,Private,Functional,8.420163,-13.15358,DPPI,GPS,phtyLB0ZfIz,2016, ,-13.1535800002168,8.42016300032225
167,Western Area Urban,Calaba Town,Blessed Mokaba East CHP,Blessed Mokaba East,CHP,Private,Functional,8.43766,-13.15932,DPPI,GPS,MAbVcVDQLnB,2021, ,-13.1593199996182,8.43765999960937
168,Western Area Urban,Calaba Town,Calaba Town CHC,Calaba Town,CHC,Government,Functional,8.436592,-13.16211,DPPI,GPS,dLj576hnFDX,2016, ,-13.1621099996767,8.43659199982096
169,Western Area Urban,Gassam Street FHM School,Family Home Movement CHP,Family Home Movement,CHP,Faith Based,Functional,8.428985,-13.17119,DPPI,GPS,WtN3ZQGwuCQ,2016, ,-13.1711900002183,8.42898499975797
170,Western Area Urban,Mayemi,Mayemi MCHP,Mayemi,MCHP,Private,Functional,8.408275,-13.14685,DPPI,GPS,pwnkzYInyDn,2016, ,-13.1468500001274,8.40827499979144
171,Western Area Urban,Moyiba,Moyiba CHC,Moyiba,CHC,Government,Functional,8.473112,-13.2063,DPPI,GPS,hxlOQgsOiX7,2016, ,-13.2062999996452,8.47311200041855
172,Western Area Urban,Moyiba,Esther Faith CHP,Esther Faith,CHP,Private,Functional,8.473415,-13.209468,DPPI,GPS,JdXvuZ51cp8,2021, ,-13.2094680000481,8.47341500000232
173,Western Area Urban,Orugu,Orugu MCHP,Orugu,MCHP,Private,Functional,8.4012,-13.150329,DPPI,GPS,yHvo3IPb6JE,2021, ,-13.1503289995836,8.40119999998007
174,Western Area Urban,Philip Street,Philip Street MCHP,Philip Street,MCHP,Private,Functional,8.4454,-13.17769,DPPI,GPS,RwlypyAsF1f,2016, ,-13.1776899995938,8.44540000040973
175,Western Area Urban,Kuntorloh,Kuntorloh CHC,Kuntorloh,CHC,Government,Functional,8.461075,-13.18106,DPPI,GPS,XHFf1H2Ev2H,2016, ,-13.1810600003187,8.46107500021117
176,Western Area Urban,Rokupa,Rokupa Government Hospital,Rokupa Government,HOSPITAL,Government,Functional,8.460228,-13.1726,DPPI,GPS,fLbXQWxFj9p,2016, ,-13.1725999995903,8.46022799982239
177,Western Area Urban,Fourah Bay Road,Princess Christian Maternity Hospital,Princess Christian Maternity,HOSPITAL,Government,Functional,8.490027,-13.21889,DPPI,GPS,t8FE33Abcdl,2021, ,-13.2188900001733,8.49002699984624
178,Western Area Urban,Fourah Bay Road,Ola During Children'S Hospital,Ola During Children'S,HOSPITAL,Government,Functional,8.490099,-13.21847,DPPI,GPS,KdVHHgrRd1s,2016, ,-13.2184699996907,8.49009899956923
179,Western Area Urban,Mabella,Mabella CHC,Mabella,CHC,Government,Functional,8.490553,-13.226338,DPPI,GPS,vsqCdFwaWap,2016,Requires Validation/Ground truthing,-13.2263380000986,8.49055299982115
180,Western Area Urban,Regent Road,Dr. Djo Robin Coker Clinic,Dr. Djo Robin Coker,CLINIC,Private,Functional,8.475724,-13.264425,DPPI,GPS,cb0kCJxQTOE,2021, ,-13.2644250001136,8.47572400036239
181,Western Area Urban,Spur Road,UN Joint Medical Services Clinic,UN Joint Medical Services,CLINIC,Private,Functional,8.46622,-13.27296,DPPI,GPS,qdDShjKIhU5,2021, ,-13.2729599998041,8.466220000053
182,Western Area Urban,Howe Street,Dr. Victor Willoughby Memorial Hospital,Dr. Victor Willoughby Memorial,HOSPITAL,Private,Functional,8.490676,-13.234228,DPPI,GPS,yI3v9Lyrqts,2016, ,-13.2342279997223,8.49067600009738
183,Western Area Urban,Liverpool Street,Dr. Ado Wright Clinic,Dr. Ado Wright,CLINIC,Private,Functional,8.487102,-13.238077,DPPI,GPS,bJa0yZUne25,2021, ,-13.2380770000535,8.48710199985743
184,Western Area Urban,Waterloo Street,Marie Stopes Clinic,Marie Stopes,CLINIC,Private,Functional,8.486073,-13.240108,DPPI,GPS,D3vFLtTGgHQ,2021, ,-13.240108000184,8.48607300006893
185,Western Area Urban,Pultney Street,Red Cross Clinic,Red Cross,CLINIC,Government,Non-Functional,8.487861,-13.237004,DPPI,GPS,EtbiDukiXfn,2021, ,-13.2370040000345,8.48786099978537
186,Western Area Urban,Murray Town,Murray Town CHC,Murray Town,CHC,Government,Functional,8.49536,-13.26405,DPPI,GPS,gqqUZTprWxy,2016, ,-13.2640499999075,8.49536000026387
187,Western Area Urban,Thompson Bay,Thompson Bay MCHP,Thompson Bay,MCHP,Private,Functional,8.478405,-13.27427,DPPI,GPS,cxVkhQUDgvm,2016, ,-13.2742699999605,8.47840499989087
188,Western Area Urban,Lumely,Life Care Hospital,Life Care,HOSPITAL,Private,Functional,8.46013,-13.270822,DPPI,GPS,hJRYIuixEBe,2021, ,-13.2708220001351,8.46012999979968
189,Western Area Urban,Lumley Government,Lumley Government Hospital,Lumley Government,HOSPITAL,Government,Functional,8.451305,-13.26254,DPPI,GPS,weB1h7rtWwI,2016, ,-13.2625400004206,8.4513050002256
190,Western Area Urban,Malama,Malama CHP,Malama,CHP,Private,Functional,8.451258,-13.25328,DPPI,GPS,K4WtVIkLY0I,2016, ,-13.2532799996722,8.45125799985686
191,Western Area Urban,Hill Station,Choithram Memorial Hospital,Choithram Memorial,HOSPITAL,Private,Functional,8.455109,-13.248357,DPPI,GPS,Dc8E3ZOJfBg,2016, ,-13.2483570001754,8.45510900028017
192,Western Area Urban,Hill Station,Sunshine MCHP,Sunshine,MCHP,Private,Functional,8.456792,-13.24157,DPPI,GPS,TMiymhV4APd,2016, ,-13.2415700001553,8.4567919996511
193,Western Area Urban,Hill Station,Hill Station CHP,Hill Station,CHP,Private,Functional,8.456576,-13.24916,DPPI,GPS,eqgwpDg0qUv,2016, ,-13.2491600003337,8.45657599958275
194,Western Area Urban,Pentagon,Pentagon CHP,Pentagon,CHP,Private,Functional,8.445826,-13.24425,DPPI,GPS,iwIntTqceF4,2021, ,-13.2442499996377,8.44582600026973
195,Western Area Urban,Tassoh,Tassoh MCHP,Tassoh,MCHP,Government,Functional,8.492198,-13.210144,DPPI,GPS,LpkLLNPflex,2016,Requires Validation/Ground truthing,-13.2101439997458,8.49219800013765
196,Western Area Urban,Mayenkineh Road,Al-Khatab CHC,Al-Khatab,CHC,Faith Based,Functional,8.430264,-13.16449,DPPI,GPS,jgKElj4o4a6,2021, ,-13.1644899997137,8.43026400028344
197,Western Area Urban,Calabatown,Arab Clinic,Arab,CLINIC,Private,Functional,8.437413,-13.159323,DPPI,GPS,B2Y54XPyuNi,2021, ,-13.1593229997566,8.43741299991007
198,Western Area Urban,Shell,Arab Shell Clinic,Arab Shell,CLINIC,Private,Functional,8.475452,-13.190172,DPPI,GPS,wDChzCfqaXt,2021, ,-13.190171999638,8.47545200040952
199,Western Area Urban,Kissy Shell,Haja Neneh CHP,Haja Neneh,CHP,Private,Functional,8.474655,-13.19341,DPPI,GPS,R2ZpT40Q9JS,2016, ,-13.1934099996717,8.47465499962857
200,Western Area Urban,Shell,Thullahs Clinic,Thullahs,CLINIC,Private,Functional,8.473974,-13.189724,DPPI,GPS,vSUCUnUBiw5,2021, ,-13.1897239996628,8.47397399970038
201,Western Area Urban,Kola Tree,Kola Tree MCHP,Kola Tree,MCHP,Private,Functional,8.42728,-13.16106,DPPI,GPS,NpmaDrb0sHC,2021, ,-13.1610599998191,8.42728000027182
202,Western Area Urban,Koya Town,Koya Town CHC,Koya Town,CHC,Government,Functional,8.436744,-13.17616,DPPI,GPS,xIlRfCNylDl,2016, ,-13.1761600000839,8.43674399963595
203,Western Area Urban,Wellington,St. Luke's Wellington Clinic,St. Luke's Wellington,CLINIC,Faith Based,Functional,8.44782,-13.167764,DPPI,GPS,PylIpdT6LmI,2021, ,-13.1677639996088,8.44781999959338
204,Western Area Urban,Wellington,Wellington CHC,Wellington,CHC,Government,Functional,8.448102,-13.16771,DPPI,GPS,w2uh2oZ1HyV,2016, ,-13.1677099998166,8.44810200000734
205,Western Area Urban,Wellington,Holy Mary Clinic,Holy Mary,CLINIC,Faith Based,Functional,8.451024,-13.16908,DPPI,GPS,XePzIbFYSCE,2021, ,-13.1690800000419,8.45102399985774
206,Western Area Urban,Old Wharf,Slims CHP,Slims,CHP,Faith Based,Functional,8.445135,-13.16001,DPPI,GPS,KOiBAyJi8kx,2016, ,-13.1600099999615,8.44513499988039
207,Western Area Urban,Approved School,Approved School CHC,Approved School,CHC,Government,Functional,8.459114,-13.176131,DPPI,Village Center,GfkWK0go9uI,2021, ,-13.1761309996459,8.45911399971135
208,Western Area Urban,Portee,Iscon CHP,Iscon,CHP,Private,Functional,8.467218,-13.174246,DPPI,GPS,rAFkc9vfzqO,2016, ,-13.1742459999529,8.46721800021061
209,Western Area Urban,Looking Town,Looking Town MCHP,Looking Town,MCHP,Private,Functional,8.462171,-13.1945,DPPI,GPS,QQaicliQ6fP,2016, ,-13.1944999995753,8.46217100039138
210,Western Area Urban,Low Cost,St. Joseph'S CHC,St. Joseph'S,CHC,Faith Based,Functional,8.468138,-13.18235,DPPI,GPS,vo2eoEHYiDL,2021, ,-13.1823499995528,8.46813800036847
211,Western Area Urban,Grassfield,Tasley Global Clinic,Tasley Global,CLINIC,Private,Functional,8.468032,-13.17784,DPPI,GPS,wDiuifXK4Fz,2016, ,-13.1778400002158,8.46803199997686
212,Western Area Urban,Grassfield,Wesleyan Health CHP,Wesleyan Health,CHP,Faith Based,Functional,8.468002,-13.180858,DPPI,GPS,pnMrzmoaNcR,2021, ,-13.1808579999966,8.46800200039206
213,Western Area Urban,Kissy,Kissy CHC,Kissy,CHC,Government,Functional,8.465447,-13.19347,DPPI,GPS,P5h4qhH7rE8,2016, ,-13.1934699997407,8.46544700037879
214,Western Area Urban,Kissy,Sierra Leone Psychiatric Hospital,Sierra Leone Psychiatric,HOSPITAL,Government,Functional,8.465374,-13.193769,DPPI,Village Center,fiA5E4B8JyN,2021, ,-13.1937690000393,8.46537399971038
215,Western Area Urban,Kissy,Lowell And Ruth Gess Umc Eye Hospital,Lowell And Ruth Gess Umc Eye,HOSPITAL,Private,Functional,8.475787,-13.194743,DPPI,GPS,No Data,2021, ,-13.1947429999894,8.47578699967033
216,Western Area Urban,Black Road,Julipha Ashobie Corner MCHP,Julipha Ashobie Corner,MCHP,Private,Functional,8.47747,-13.211743,DPPI,GPS,FPAy6MwNMRP,2021, ,-13.2117429997396,8.47746999994058
217,Western Area Urban,Thunder Hill,Thunder Hill MCHP,Thunder Hill,MCHP,Private,Functional,8.463721,-13.187337,DPPI,GPS,GbsMtRAqWHq,2021, ,-13.1873370002024,8.46372099992425
218,Western Area Urban,Upper Allen Town,Upal MCHP,Upal,MCHP,Government,Functional,8.40757,-13.152854,DPPI,GPS,vFyCAw8R2RG,2021, ,-13.152854000012,8.40756999965583
219,Western Area Urban,Coconut Farm,Coconut Farm MCHP,Coconut Farm,MCHP,Private,Functional,8.479777,-13.21334,DPPI,GPS,Y4jPy4wX78C,2021, ,-13.2133399996412,8.47977700020846
220,Western Area Urban,Cline Town,Guoji Clinic,Guoji,CLINIC,Private,Functional,8.489083,-13.210081,DPPI,GPS,TrBY64DGrZa,2021, ,-13.2100810004378,8.48908300038022
221,Western Area Urban,Ross Road,Ross Road CHC,Ross Road,CHC,Government,Functional,8.48867,-13.210901,DPPI,GPS,wA6CGreVqfx,2016, ,-13.2109009995814,8.4886700002204
222,Western Area Urban,Dan Street,Fourah Bay Community MCHP,Fourah Bay Community,MCHP,Private,Functional,8.485929,-13.216009,DPPI,GPS,IR4tA2nKhd8,2021, ,-13.216009000415,8.48592899972363
223,Western Area Urban,Ginger Hall,Ginger Hall CHC,Ginger Hall,CHC,Government,Functional,8.481572,-13.21847,DPPI,GPS,OzFoTO5DaqB,2016, ,-13.2184699996907,8.48157200024764
224,Western Area Urban,Susan's Bay,Susan's Bay CHC,Susan's Bay,CHC,Government,Functional,8.488784,-13.22871,DPPI,GPS,CTugfv2D07K,2016, ,-13.2287099997666,8.48878400008158
225,Western Area Urban,Regent Road,Rejani Clinic,Rejani,CLINIC,Private,Functional,8.479977,-13.245904,DPPI,GPS,cPLXnNFVl4F,2021, ,-13.2459040003693,8.47997700043828
226,Western Area Urban,Regent Road,Marina House Birth Center Clinic,Marina House Birth Center,CLINIC,Private,Functional,8.482302,-13.230285,DPPI,GPS,jSRMUmzcva4,2021, ,-13.230284999553,8.48230199973756
227,Western Area Urban,Regent Road,Abernita Hospital,Abernita,HOSPITAL,Private,Functional,8.489831,-13.231497,DPPI,GPS,GvZ4yXIjxsY,2021, ,-13.2314969996867,8.48983099980086
228,Western Area Urban,Kingharman Road,Aspen Medical Clinic,Aspen Medical,CLINIC,Private,Functional,8.472141,-13.246324,DPPI,GPS,No Data,2021, ,-13.2463239999526,8.47214099970739
229,Western Area Urban,Kingharman Road,Econmed Medical Center Clinic,Econmed Medical Center,CLINIC,Private,Functional,8.471327,-13.246492,DPPI,GPS,iwg13ybsstr,2021, ,-13.2464919996061,8.47132699994114
230,Western Area Urban,Kingharman Road,Blue Shield Hospital,Blue Shield,HOSPITAL,Private,Functional,8.480153,-13.253241,DPPI,GPS,H2J2Z8xrc5s,2021, ,-13.2532409996724,8.48015299956131
231,Western Area Urban,Kingharman Road,Kingharman Road Hospital,Kingharman Road,HOSPITAL,Government,Functional,8.473391,-13.24827,DPPI,GPS,E2F4cmLFF2l,2016, ,-13.2482699997606,8.47339099979484
232,Western Area Urban,Wilkinson Road,Aids Health Foundation Clinic,Aids Health Foundation,CLINIC,Private,Functional,8.485115,-13.264703,DPPI,GPS,CAAuzbg7IFd,2021, ,-13.2647030003432,8.48511499995732
233,Western Area Urban,Kingharman Road,Affordable Health Clinic,Affordable Health,CLINIC,Private,Functional,8.472608,-13.247976,DPPI,GPS,dsmi7uEIEEn,2021, ,-13.2479759996926,8.47260799965949
234,Western Area Urban,Kingharman Road,Tresure Health Specialist Hospital,Tresure Health Specialist,HOSPITAL,Private,Functional,8.470297,-13.2469,DPPI,GPS,rHlZVkBsYS2,2021, ,-13.2469000004346,8.47029700010654
235,Western Area Urban,New England,EPI Headquarter CHP,EPI Headquarter,CHP,Government,Functional,8.470242,-13.241091,DPPI,GPS,ivrJCTIHHIj,2021, ,-13.2410909996499,8.47024200026817
236,Western Area Urban,New England,New England CHP,New England,CHP,Private,Functional,8.469887,-13.238977,DPPI,GPS,vN5FV3u0Wwv,2021, ,-13.2389770001884,8.46988700008501
237,Western Area Urban,George Brook,George Brook CHC,George Brook,CHC,Government,Functional,8.468693,-13.2358,DPPI,GPS,OWEL6cqmaff,2016, ,-13.2358000002698,8.46869299988208
238,Western Area Urban,Kingtom Police,Kingtom Police Hospital,Kingtom Police,HOSPITAL,Government,Functional,8.491753,-13.245612,DPPI,GPS,ARLNJZRwkV3,2021, ,-13.2456120003935,8.49175300030078
239,Western Area Urban,Kingtom,Day Krim Clinic,Day Krim,CLINIC,Private,Functional,8.483561,-13.243053,DPPI,GPS,No Data,2021, ,-13.2430530001957,8.48356100024
240,Western Area Urban,Kroo Bay,Kroo Bay CHC,Kroo Bay,CHC,Government,Functional,8.486754,-13.2406,DPPI,GPS,d198tmylBRj,2016, ,-13.2406000003896,8.48675399999718
241,Western Area Urban,Grey Bush,Grey Bush CHC,Grey Bush,CHC,Government,Functional,8.482342,-13.249714,DPPI,GPS,OBbD77KVqLa,2016, ,-13.2497139998012,8.4823419997835
242,Western Area Urban,Brookfields,PPASL Clinic,PPASL,CLINIC,Private,Functional,8.472724,-13.242752,DPPI,GPS,WaoCPfgYFmZ,2021, ,-13.2427519998049,8.47272399961292
243,Western Area Urban,Aberdeen Women Centre,Aberdeen Women Centre Hospital,Aberdeen Women Centre,HOSPITAL,Private,Functional,8.49314,-13.28778,DPPI,GPS,dar4XkzRmN0,2016, ,-13.2877799997472,8.49314000041073
244,Western Area Urban,No. 9 Community,No. 9 Community MCHP,No. 9 Community,MCHP,Private,Functional,8.472947,-13.2657,DPPI,GPS,No Data,2016, ,-13.2656999995553,8.47294700000407
245,Western Area Urban,Aberdeen Rd,Marie Stopes Clinic,Marie Stopes,CLINIC,Private,Functional,8.485411,-13.263711,DPPI,GPS,FUIM4U480Ht,2021, ,-13.2637109995629,8.48541100011761
246,Western Area Urban,Murray Town (MI Room,Murray Town (MI Room) CHP,Murray Town (MI room),CHP,Government,Functional,8.488778,-13.2683,DPPI,GPS,H7UaiOenKNm,2016, ,-13.2682999998451,8.48877799980488
247,Western Area Urban,Aberdeen Village,Sea Coach Aberdeen CHC,Sea Coach Aberdeen,CHC,Government,Functional,8.493281,-13.282117,DPPI,Village Center,whWapMGS7Xh,2021, ,-13.2821170002993,8.49328099971842
248,Western Area Urban,Aberdeen,Well Woman Clinic,Well Woman,CLINIC,Private,Functional,8.492945,-13.287722,DPPI,GPS,B8dLwHRWt2v,2021, ,-13.2877219997704,8.49294500041151
249,Western Area Urban,Wilkinson Rd Lumley,Family CHP,Family,CHP,Private,Functional,8.462356,-13.27056,DPPI,GPS,zOOrk5qMJJS,2016, ,-13.2705599997441,8.46235599992951
250,Western Area Urban,Wilkinson Rd Lumley,West End Clinic,West End,CLINIC,Private,Functional,8.481889,-13.242297,DPPI,GPS,te8a9I2EWco,2021, ,-13.2422970004062,8.48188899957773
251,Western Area Urban,Lightfoot Boston St,Chest Clinic,Chest,CLINIC,Government,Functional,8.487656,-13.237745,DPPI,GPS,wT041XU2Lic,2022, ,-13.2377450000317,8.48765600022426
252,Western Area Urban,Signal Hill,Signal Hill MCHP,Signal Hill,MCHP,Private,Functional,8.48244,-13.26697,DPPI,GPS,eG721CCEYYi,2016, ,-13.2669699996657,8.48243999980622
253,Western Area Urban,Kamayama,Cheaperland CHP,Cheaperland,CHP,Private,Functional,8.450066,-13.260618,DPPI,GPS,hNIPx5UNtWS,2021, ,-13.2606179999207,8.45006599974613
254,Western Area Urban,Juba,Healing Clinic,Healing,CLINIC,Private,Functional,8.44562,-13.277314,DPPI,GPS,K5m56vmJPfR,2021, ,-13.277314000041,8.44561999976321
255,Western Area Urban,Juba,Stella Maries CHP,Stella Maries,CHP,Faith Based,Functional,8.449716,-13.27787,DPPI,GPS,Mh0dJ6Etttr,2016, ,-13.2778699996007,8.44971599979363
256,Western Area Urban,Goderich,Paycy'S CHP,Paycy'S,CHP,Private,Functional,8.446919,-13.26299,DPPI,GPS,o4hqHH49zX9,2016, ,-13.2629899995887,8.44691900031165
257,Western Area Urban,Wilberforce 34 Military,Wilberforce 34 Military Hospital,Wilberforce 34 Military,HOSPITAL,Government,Functional,8.464283,-13.260772,DPPI,GPS,x5F5jb5ngTR,2021, ,-13.2607719998279,8.46428299976066
258,Western Area Urban,Wilberforce,Wilberforce CHC,Wilberforce,CHC,Government,Functional,8.465705,-13.263366,DPPI,Village Center,Q1wR5BTWm69,2016, ,-13.263365999841,8.46570499968601
259,Western Area Urban,Town,Christ Healing Hospital And Community College Clinic,Christ Healing Hospital And Community College,CLINIC,Private,Functional,8.468999,-13.266089,DPPI,GPS,No Data,2021, ,-13.266089000407,8.4689989996042
260,Western Area Urban,Sibthorpe Street,Blessed Mokaba Central CHP,Blessed Mokaba Central,CHP,Private,Functional,8.437755,-13.15925,DPPI,GPS,HGCATTvAQi9,2016, ,-13.1592499999875,8.437755000393
261,Western Area Urban,Lightfoot Boston Street,Connaught Hospital,Connaught,HOSPITAL,Government,Functional,8.487554,-13.23853,DPPI,GPS,i8V7GhCWPUw,2016, ,-13.2385300002592,8.48755400001716
262,Western Area Urban,Siaka Steven Street,Dr. Kelivin Clinic,Dr. Kelivin,CLINIC,Private,Functional,8.484283,-13.23679,DPPI,GPS,qM7VhsTxDi3,2021, ,-13.2367900000584,8.48428300026029
263,Western Area Urban,Lightfoot Boston Street,Prime Care Clinic,Prime Care,CLINIC,Private,Functional,8.486755,-13.23854,DPPI,GPS,i4pdAF9bWxW,2021, ,-13.2385399998211,8.48675500004327
264,Western Area Urban,Siaka Steven Street,Samaritan Hospital,Samaritan,HOSPITAL,Private,Functional,8.48856,-13.236728,DPPI,GPS,vDQRb30DOfJ,2021, ,-13.2367279998973,8.48855999964434
265,Western Area Urban,MRU Office,Mano River Countries Clinic,Mano River Countries,CLINIC,Private,Functional,8.48671,-13.23624,DPPI,GPS,BuUjY5xf2HW,2021, ,-13.236239999876,8.48670999976673
266,Western Area Urban,Brookfields,Methodist CHC,Methodist,CHC,Faith Based,Functional,8.475173,-13.249171,DPPI,GPS,AVJUlL3vlGz,2016, ,-13.2491709999417,8.47517300013391
267,Western Area Urban,Madina,Madina CHC,Madina,CHC,Private,Functional,8.41307,-13.149729,DPPI,GPS,tsnK9WYbtLv,2021, ,-13.1497289997935,8.41306999968077
268,Western Area Urban,New Road Kissy,United Methodist Church Urban Centre Hospital,United Methodist Church Urban Centre,HOSPITAL,Faith Based,Functional,8.476069,-13.195475,DPPI,Village Center,fLU8B0i4DS1,2021, ,-13.1954749995715,8.47606900008435
269,Western Area Urban,Personnage st Shall,Konikay Clinic,Konikay,CLINIC,Private,Functional,8.47307,-13.19132,DPPI,GPS,r6NWpKez6Qx,2016, ,-13.1913200004176,8.47307000028036
270,Western Area Urban,Kissy,Marie Stopes Clinic,Marie Stopes,CLINIC,Private,Functional,8.468301,-13.185662,DPPI,GPS,pIxtAt3BwBp,2016, ,-13.185662000301,8.46830099979138
271,Western Area Urban,Up Water Kissy,Up Water Kissy MCHP,Up Water Kissy,MCHP,Private,Functional,8.464871,-13.189524,DPPI,GPS,tQl4eOl1LZT,2021, ,-13.1895240003323,8.46487099989679
272,Western Area Urban,Ferry Junction,Gbaneh Hospital,Gbaneh,HOSPITAL,Private,Functional,8.483885,-13.206289,DPPI,GPS,xtr31UtTDAp,2021, ,-13.2062890000373,8.48388499989289
273,Western Area Urban,Up-Gun,Jenner Wright CHC,Jenner Wright,CHC,Government,Functional,8.482689,-13.21142,DPPI,GPS,e5PzLg3sQJn,2016, ,-13.2114200001329,8.48268899959771
274,Western Area Urban,PMO College Road Cline town,Principal Medical Office CHP,Principal Medical Office,CHP,Government,Functional,8.492461,-13.210271,DPPI,GPS,SDrQZcIoMQI,2021, ,-13.2102710002064,8.49246099967542
275,Western Area Urban,College Road PMO,Queen Elizabeth 2 Clinic,Queen Elizabeth 2,CLINIC,Government,Functional,8.481352,-13.203745,DPPI,GPS,Du20OtQ24VY,2021, ,-13.203744999632,8.48135199999484
